SurveyRegion	Year	DateTime	Latitude	Longitude	DATE	DATEnum	SITE	substrate	TIME	Number	OBS	WIND	SKY	PRECIP	TEMP	AIRCRAFT	ALT	TideStation	TideHtMeters	TideRelToLow	MinutesToLow	NearestLowMeters	MinutesToHigh	NearestHighMeters	StationLat	StationLon	StationDist
SSEAK	1998	8/26/1998 9:53	56.332	-134.2973	8/26/1998	36033	Harris Cove	rock	9:53	63	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Port Malmesbury, Kuiu Island, Alaska"	0.29	0.02	19	0.27	-358	3.01	56.3	-134.2333	5312
SSEAK	1998	8/26/1998 9:57	54.9841	-132.5803	8/26/1998	36033	Hassiah Inlet	rock	9:57	30	Westlake	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	500	"Mabel Island, Alaska"	0.27	0	1	0.27	369	3.62	55	-132.6	2167
SSEAK	1998	8/24/1998 10:03	54.8706	-132.8302	8/24/1998	36031	Hawkan Narrows	rock	10:03	5	Westlake	lt. breeze (6-15 kts)	fog	drizzle	51-60 F	Cessna 185	500	"American Bay, Kaigani Strait, Alaska"	0.11	0.26	-65	-0.15	314	3.63	54.85	-132.8333	2297
SSEAK	1998	8/24/1998 10:15	55.214	-132.2423	8/24/1998	36031	Head W Arm Cholmondeley	rock	10:15	117	Swain	lt. winds (16-25 kts)	low overcast	rain	51-60 F	Cessna 185	600	"Divide Head, Cholmondeley Sound, Alaska"	0.46	0.77	-96	-0.31	281	4.61	55.25	-132.3	5421
SSEAK	1998	8/25/1998 8:49	55.214	-132.2423	8/25/1998	36032	Head W Arm Cholmondeley	rock	8:49	105	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	600	"Divide Head, Cholmondeley Sound, Alaska"	-0.02	0.04	22	-0.06	-346	4.53	55.25	-132.3	5421
SSEAK	1998	8/26/1998 9:16	55.3938	-132.1631	8/26/1998	36033	High I. - SSEAK	rock	9:16	4	Swain	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	700	"Entrance, Kasaan Bay, Alaska"	0.31	0.09	34	0.22	-331	4.31	55.4	-132.1666	722
SSEAK	1998	8/19/1998 16:10	55.177	-131.2904	8/19/1998	36026	Hog Rocks	rock	16:10	62	Swain	calm (<5 kts)	clear	none	61-70 F	Cessna 185	600	"Hassler Harbor, Annette Island, Alaska"	1.43	0.57	93	0.86	-248	4.2	55.2167	-131.4333	10083
SSEAK	1998	8/20/1998 5:20	55.177	-131.2904	8/20/1998	36027	Hog Rocks	rock	5:20	29	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	700	"Hassler Harbor, Annette Island, Alaska"	-0.16	0.32	60	-0.48	-325	4.9	55.2167	-131.4333	10083
SSEAK	1998	8/21/1998 9:37	55.177	-131.2904	8/21/1998	36028	Hog Rocks	rock	9:37	38	Swain	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 185	800	"Hassler Harbor, Annette Island, Alaska"	1.32	1.9	-157	-0.58	226	4.63	55.2167	-131.4333	10083
SSEAK	1998	8/22/1998 5:58	55.177	-131.2904	8/22/1998	36029	Hog Rocks	rock	5:58	47	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Hassler Harbor, Annette Island, Alaska"	0.32	0.9	98	-0.58	-278	5.06	55.2167	-131.4333	10083
SSEAK	1998	8/23/1998 10:54	55.177	-131.2904	8/23/1998	36030	Hog Rocks	rock	10:54	67	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Hassler Harbor, Annette Island, Alaska"	1.6	2.09	-164	-0.49	216	4.77	55.2167	-131.4333	10083
SSEAK	1998	8/24/1998 7:05	55.177	-131.2904	8/24/1998	36031	Hog Rocks	rock	7:05	44	Swain	lt. breeze (6-15 kts)	low overcast	none	51-60 F	Cessna 185	650	"Hassler Harbor, Annette Island, Alaska"	0.55	0.86	98	-0.31	-272	4.87	55.2167	-131.4333	10083
SSEAK	1998	8/25/1998 11:42	55.177	-131.2904	8/25/1998	36032	Hog Rocks	rock	11:42	62	Swain	lt. breeze (6-15 kts)	high overcast	none	51-60 F	Cessna 185	650	"Hassler Harbor, Annette Island, Alaska"	1.52	1.58	-147	-0.06	231	4.63	55.2167	-131.4333	10083
SSEAK	1998	8/24/1998 9:16	55.4879	-132.6147	8/24/1998	36031	Hollis	rock	9:16	37	Swain	lt. winds (16-25 kts)	low overcast	rain	51-60 F	Cessna 185	700	"Hollis Anchorage, Kasaan Bay, Alaska"	-0.18	0.1	-34	-0.28	351	4.76	55.4833	-132.65	2279
SSEAK	1998	8/26/1998 8:20	55.4879	-132.6147	8/26/1998	36033	Hollis	rock	8:20	0	Swain	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	800	"Hollis Anchorage, Kasaan Bay, Alaska"	0.85	0.57	86	0.28	-271	4.4	55.4833	-132.65	2279
SSEAK	1998	8/21/1998 7:43	55.1269	-133.1698	8/21/1998	36028	Hook Arm	rock	7:43	20	Westlake	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	500	"Sea Otter Harbor, Dall Island, Alaska"	-0.41	0.03	-23	-0.44	354	2.71	55.1167	-133.1666	1155
SSEAK	1998	8/23/1998 7:50	55.1269	-133.1698	8/23/1998	36030	Hook Arm	rock	7:50	50	Westlake	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	500	"Sea Otter Harbor, Dall Island, Alaska"	-0.23	0.09	40	-0.32	-354	2.98	55.1167	-133.1666	1155
SSEAK	1998	8/25/1998 8:41	55.1269	-133.1698	8/25/1998	36032	Hook Arm	rock	8:41	18	Westlake	calm (<5 kts)	fog	drizzle	51-60 F	Cessna 185	500	"Sea Otter Harbor, Dall Island, Alaska"	0.12	0.12	51	0	-331	2.75	55.1167	-133.1666	1155
SSEAK	1998	8/26/1998 11:20	55.1269	-133.1698	8/26/1998	36033	Hook Arm	rock	11:20	55	Westlake	calm (<5 kts)	low overcast	drizzle	41-50 F	Cessna 185	500	"Sea Otter Harbor, Dall Island, Alaska"	0.46	0.25	-77	0.21	292	2.71	55.1167	-133.1666	1155
SSEAK	1998	8/21/1998 8:24	55.9128	-133.4244	8/21/1998	36028	Hoot I.	rock	8:24	10	Brix	lt. breeze (6-15 kts)	high overcast	none	51-60 F	Cessna 185	725	"Cyrus Cove, Sea Otter Sound, Davidson Inlet, Alaska"	-0.04	0.37	-80	-0.41	301	3.11	55.9167	-133.4	1578
SSEAK	1998	8/25/1998 9:51	55.9128	-133.4244	8/25/1998	36032	Hoot I.	rock	9:51	21	Brix	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	700	"Cyrus Cove, Sea Otter Sound, Davidson Inlet, Alaska"	0.09	0.06	-35	0.03	338	3.16	55.9167	-133.4	1578
SSEAK	1998	8/24/1998 8:45	55.9718	-131.1969	8/24/1998	36031	Hose Pt.	rock	8:45	29	Olesiuk	lt. breeze (6-15 kts)	partly cloudy	none	61-70 F	Cessna 185	600	"Fitzgibbon Cove, Alaska"	-0.31	0	1	-0.31	-374	4.96	55.9833	-131.1666	2278
SSEAK	1998	8/26/1998 8:52	55.9718	-131.1969	8/26/1998	36033	Hose Pt.	rock	8:52	61	Olesiuk	lt. winds (16-25 kts)	high overcast	none	61-70 F	Cessna 185	600	"Fitzgibbon Cove, Alaska"	0.52	0.27	58	0.25	-311	4.46	55.9833	-131.1666	2278
SSEAK	1998	8/21/1998 7:17	55.943	-133.3023	8/21/1998	36028	Hub Rock	rock	7:17	50	Brix	lt. breeze (6-15 kts)	high overcast	none	51-60 F	Cessna 185	725	"El Capitan Island, Davidson Inlet, Alaska"	-0.44	0	-11	-0.44	373	3.05	55.9333	-133.3333	2208
SSEAK	1998	8/25/1998 9:22	55.943	-133.3023	8/25/1998	36032	Hub Rock	rock	9:22	41	Brix	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	700	"El Capitan Island, Davidson Inlet, Alaska"	0	0	-4	0	372	3.1	55.9333	-133.3333	2208
SSEAK	1998	8/22/1998 6:17	54.9736	-131.9775	8/22/1998	36029	Ingraham Bay	rock	6:17	15	Westlake	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	500	"Ingraham Bay, Prince of Wales Island, Alaska"	0.08	0.66	86	-0.58	-292	4.73	54.9833	-132	1796
SSEAK	1998	8/24/1998 7:03	54.9736	-131.9775	8/24/1998	36031	Ingraham Bay	rock	7:03	27	Westlake	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	500	"Ingraham Bay, Prince of Wales Island, Alaska"	0.63	0.94	107	-0.31	-265	4.54	54.9833	-132	1796
SSEAK	1998	8/26/1998 7:54	54.9736	-131.9775	8/26/1998	36033	Ingraham Bay	rock	7:54	27	Westlake	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	500	"Ingraham Bay, Prince of Wales Island, Alaska"	1.21	0.96	120	0.25	-245	4.04	54.9833	-132	1796
SSEAK	1998	8/23/1998 8:28	56.6695	-133.9606	8/23/1998	36030	Inner Camden	rock	8:28	53	Seagars		fog	none	41-50 F	Cessna 185	600	"Port Camden, Kuiu Island, Alaska"	-0.48	0.01	-10	-0.49	368	4.28	56.7333	-133.9166	7587
SSEAK	1998	8/26/1998 9:04	56.6695	-133.9606	8/26/1998	36033	Inner Camden	rock	9:04	49	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Port Camden, Kuiu Island, Alaska"	0.43	0.18	51	0.25	-314	3.89	56.7333	-133.9166	7587
SSEAK	1998	8/20/1998 8:00	56.4576	-134.1377	8/20/1998	36027	Inner Tebenkof Bay 1	rock	8:00	40	Seagars		clear	none	41-50 F	Cessna 185	600	"Tebenkof Bay, Kuiu Island, Alaska"	-0.05	0.3	-73	-0.35	308	3.22	56.4167	-134.1333	4558
SSEAK	1998	8/21/1998 9:18	56.4576	-134.1377	8/21/1998	36028	Inner Tebenkof Bay 1	rock	9:18	0	Seagars		clear	none	41-50 F	Cessna 185	625	"Tebenkof Bay, Kuiu Island, Alaska"	0.34	0.72	-111	-0.38	267	3.32	56.4167	-134.1333	4558
SSEAK	1998	8/23/1998 9:37	56.4576	-134.1377	8/23/1998	36030	Inner Tebenkof Bay 1	rock	9:37	31	Seagars		fog	none	41-50 F	Cessna 185	600	"Tebenkof Bay, Kuiu Island, Alaska"	-0.03	0.23	-60	-0.26	312	3.42	56.4167	-134.1333	4558
SSEAK	1998	8/24/1998 9:56	56.4576	-134.1377	8/24/1998	36031	Inner Tebenkof Bay 1	rock	9:56	47	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	625	"Tebenkof Bay, Kuiu Island, Alaska"	0.02	0.14	-48	-0.12	324	3.41	56.4167	-134.1333	4558
SSEAK	1998	8/26/1998 9:32	56.4576	-134.1377	8/26/1998	36033	Inner Tebenkof Bay 1	rock	9:32	43	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Tebenkof Bay, Kuiu Island, Alaska"	0.34	0.07	38	0.27	-337	3.19	56.4167	-134.1333	4558
SSEAK	1998	8/20/1998 8:04	56.4291	-134.1459	8/20/1998	36027	Inner Tebenkof Bay 2	rock	8:04	36	Seagars		clear	none	41-50 F	Cessna 185	600	"Tebenkof Bay, Kuiu Island, Alaska"	-0.02	0.33	-77	-0.35	304	3.22	56.4167	-134.1333	1583
SSEAK	1998	8/21/1998 9:20	56.4291	-134.1459	8/21/1998	36028	Inner Tebenkof Bay 2	rock	9:20	69	Seagars		clear	none	41-50 F	Cessna 185	625	"Tebenkof Bay, Kuiu Island, Alaska"	0.37	0.75	-113	-0.38	265	3.32	56.4167	-134.1333	1583
SSEAK	1998	8/24/1998 9:58	56.4291	-134.1459	8/24/1998	36031	Inner Tebenkof Bay 2	rock	9:58	31	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	625	"Tebenkof Bay, Kuiu Island, Alaska"	0.03	0.15	-50	-0.12	322	3.41	56.4167	-134.1333	1583
SSEAK	1998	8/26/1998 9:36	56.4291	-134.1459	8/26/1998	36033	Inner Tebenkof Bay 2	rock	9:36	44	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Tebenkof Bay, Kuiu Island, Alaska"	0.33	0.06	34	0.27	-341	3.19	56.4167	-134.1333	1583
SSEAK	1998	8/19/1998 19:18	55.3526	-132.162	8/19/1998	36026	Island Pt.	rock	19:18	1	Swain	calm (<5 kts)	clear	none	61-70 F	Cessna 185	700	"Entrance, Kasaan Bay, Alaska"	1.39	0.56	-92	0.83	278	4.84	55.4	-132.1666	5277
SSEAK	1998	8/20/1998 8:10	55.3526	-132.162	8/20/1998	36027	Island Pt.	rock	8:10	8	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	900	"Entrance, Kasaan Bay, Alaska"	0.39	0.9	-107	-0.51	276	4.39	55.4	-132.1666	5277
SSEAK	1998	8/21/1998 7:03	55.3526	-132.162	8/21/1998	36028	Island Pt.	rock	7:03	6	Swain	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 185	600	"Entrance, Kasaan Bay, Alaska"	-0.61	0		-0.61	381	4.57	55.4	-132.1666	5277
SSEAK	1998	8/22/1998 8:41	55.3526	-132.162	8/22/1998	36029	Island Pt.	rock	8:41	11	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	500	"Entrance, Kasaan Bay, Alaska"	-0.27	0.34	-62	-0.61	318	4.67	55.4	-132.1666	5277
SSEAK	1998	8/23/1998 8:35	55.3526	-132.162	8/23/1998	36030	Island Pt.	rock	8:35	13	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Entrance, Kasaan Bay, Alaska"	-0.48	0.04	-22	-0.52	356	4.71	55.4	-132.1666	5277
SSEAK	1998	8/24/1998 9:45	55.3526	-132.162	8/24/1998	36031	Island Pt.	rock	9:45	9	Swain	lt. winds (16-25 kts)	low overcast	rain	51-60 F	Cessna 185	700	"Entrance, Kasaan Bay, Alaska"	-0.04	0.3	-59	-0.34	318	4.67	55.4	-132.1666	5277
SSEAK	1998	8/25/1998 9:24	55.3526	-132.162	8/25/1998	36032	Island Pt.	rock	9:24	11	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	650	"Entrance, Kasaan Bay, Alaska"	-0.09	0	-6	-0.09	370	4.57	55.4	-132.1666	5277
SSEAK	1998	8/19/1998 7:29	56.212	-133.8797	8/19/1998	36026	Islet N. of Pt. Amelius	rock	7:29	0	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Port Beauclerc, Kuiu Island, Alaska"	0.29	0.62	-110	-0.33	280	3.1	56.2833	-133.95	9041
SSEAK	1998	8/21/1998 7:11	56.212	-133.8797	8/21/1998	36028	Islet N. of Pt. Amelius	rock	7:11	0	Seagars		clear	none	41-50 F	Cessna 185	625	"Port Beauclerc, Kuiu Island, Alaska"	-0.44	0	-7	-0.44	376	3.35	56.2833	-133.95	9041
SSEAK	1998	8/24/1998 8:17	56.212	-133.8797	8/24/1998	36031	Islet N. of Pt. Amelius	rock	8:17	21	Seagars	lt. winds (16-25 kts)	fog	drizzle	51-60 F	Cessna 185	625	"Port Beauclerc, Kuiu Island, Alaska"	-0.13	0.05	28	-0.18	-354	3.53	56.2833	-133.95	9041
SSEAK	1998	8/26/1998 11:42	56.212	-133.8797	8/26/1998	36033	Islet N. of Pt. Amelius	rock	11:42	0	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Port Beauclerc, Kuiu Island, Alaska"	0.88	0.67	-115	0.21	260	3.35	56.2833	-133.95	9041
SSEAK	1998	8/18/1998 17:28	56.1765	-133.8829	8/18/1998	36025	Islet S. of Louise Cove	rock	17:28	18	Seagars					Cessna 185	625	"Point St. Albans, Alaska"	1	0.09	-44	0.91	314	3.38	56.0833	-133.9666	11584
SSEAK	1998	8/19/1998 7:33	56.1765	-133.8829	8/19/1998	36026	Islet S. of Louise Cove	rock	7:33	0	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Point St. Albans, Alaska"	0.35	0.65	-115	-0.3	273	2.95	56.0833	-133.9666	11584
SSEAK	1998	8/21/1998 7:21	56.1765	-133.8829	8/21/1998	36028	Islet S. of Louise Cove	rock	7:21	0	Seagars		clear	none	41-50 F	Cessna 185	625	"Point St. Albans, Alaska"	-0.39	0.02	-18	-0.41	363	3.2	56.0833	-133.9666	11584
SSEAK	1998	8/24/1998 8:28	56.1765	-133.8829	8/24/1998	36031	Islet S. of Louise Cove	rock	8:28	38	Seagars	lt. winds (16-25 kts)	fog	drizzle	51-60 F	Cessna 185	625	"Point St. Albans, Alaska"	-0.14	0.01	16	-0.15	-368	3.38	56.0833	-133.9666	11584
SSEAK	1998	8/26/1998 11:36	56.1765	-133.8829	8/26/1998	36033	Islet S. of Louise Cove	rock	11:36	0	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Point St. Albans, Alaska"	0.83	0.59	-110	0.24	263	3.19	56.0833	-133.9666	11584
SSEAK	1998	8/18/1998 16:41	56.4323	-133.8251	8/18/1998	36025	Islets NW of Sumner I.	rock	16:41	63	Seagars					Cessna 185	625	"Sumner Island, Alaska"	0.91	0	4	0.91	-327	3.15	56.4167	-133.8	2323
SSEAK	1998	8/19/1998 6:41	56.4323	-133.8251	8/19/1998	36026	Islets NW of Sumner I.	rock	6:41	45	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Sumner Island, Alaska"	-0.08	0.22	-62	-0.3	323	3.32	56.4167	-133.8	2323
SSEAK	1998	8/21/1998 6:37	56.4323	-133.8251	8/21/1998	36028	Islets NW of Sumner I.	rock	6:37	45	Seagars		clear	none	41-50 F	Cessna 185	625	"Sumner Island, Alaska"	-0.36	0.05	27	-0.41	-377	3.87	56.4167	-133.8	2323
SSEAK	1998	8/24/1998 7:56	56.4323	-133.8251	8/24/1998	36031	Islets NW of Sumner I.	rock	7:56	75	Seagars	lt. winds (16-25 kts)	fog	drizzle	51-60 F	Cessna 185	625	"Sumner Island, Alaska"	0	0.15	49	-0.15	-338	3.74	56.4167	-133.8	2323
SSEAK	1998	8/26/1998 12:25	56.4323	-133.8251	8/26/1998	36033	Islets NW of Sumner I.	rock	12:25	12	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Sumner Island, Alaska"	1.52	1.28	-158	0.24	212	3.56	56.4167	-133.8	2323
SSEAK	1998	8/18/1998 17:33	56.1358	-133.9029	8/18/1998	36025	Islets S. of Amelius group	rock	17:33	412	Seagars					Cessna 185	625	"Point St. Albans, Alaska"	1.03	0.12	-49	0.91	309	3.38	56.0833	-133.9666	7043
SSEAK	1998	8/19/1998 7:41	56.1358	-133.9029	8/19/1998	36026	Islets S. of Amelius group	rock	7:41	644	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Point St. Albans, Alaska"	0.44	0.74	-123	-0.3	265	2.95	56.0833	-133.9666	7043
SSEAK	1998	8/21/1998 7:27	56.1358	-133.9029	8/21/1998	36028	Islets S. of Amelius group	rock	7:27	732	Seagars		clear	none	41-50 F	Cessna 185	625	"Point St. Albans, Alaska"	-0.38	0.03	-24	-0.41	357	3.2	56.0833	-133.9666	7043
SSEAK	1998	8/24/1998 8:38	56.1358	-133.9029	8/24/1998	36031	Islets S. of Amelius group	rock	8:38	435	Seagars	lt. winds (16-25 kts)	fog	drizzle	51-60 F	Cessna 185	625	"Point St. Albans, Alaska"	-0.15	0	6	-0.15	-378	3.38	56.0833	-133.9666	7043
SSEAK	1998	8/26/1998 11:29	56.1358	-133.9029	8/26/1998	36033	Islets S. of Amelius group	rock	11:29	408	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Point St. Albans, Alaska"	0.76	0.52	-103	0.24	270	3.19	56.0833	-133.9666	7043
SSEAK	1998	8/19/1998 7:53	56.0744	-133.9876	8/19/1998	36026	Islets S. of Pt. St. Albans	rock	7:53	40	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Point St. Albans, Alaska"	0.57	0.87	-135	-0.3	253	2.95	56.0833	-133.9666	1636
SSEAK	1998	8/21/1998 7:37	56.0744	-133.9876	8/21/1998	36028	Islets S. of Pt. St. Albans	rock	7:37	154	Seagars		clear	none	41-50 F	Cessna 185	625	"Point St. Albans, Alaska"	-0.34	0.07	-34	-0.41	347	3.2	56.0833	-133.9666	1636
SSEAK	1998	8/24/1998 8:57	56.0744	-133.9876	8/24/1998	36031	Islets S. of Pt. St. Albans	rock	8:57	145	Seagars	lt. winds (16-25 kts)	fog	drizzle	51-60 F	Cessna 185	625	"Point St. Albans, Alaska"	-0.14	0.01	-13	-0.15	362	3.29	56.0833	-133.9666	1636
SSEAK	1998	8/26/1998 11:21	56.0744	-133.9876	8/26/1998	36033	Islets S. of Pt. St. Albans	rock	11:21	50	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Point St. Albans, Alaska"	0.68	0.44	-95	0.24	278	3.19	56.0833	-133.9666	1636
SSEAK	1998	8/18/1998 16:45	56.4007	-133.7817	8/18/1998	36025	Islets SE of Sumner	rock	16:45	73	Seagars					Cessna 185	625	"Sumner Island, Alaska"	0.91	0		0.91	-331	3.15	56.4167	-133.8	2100
SSEAK	1998	8/19/1998 6:59	56.4007	-133.7817	8/19/1998	36026	Islets SE of Sumner	rock	6:59	60	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Sumner Island, Alaska"	0.06	0.36	-80	-0.3	305	3.32	56.4167	-133.8	2100
SSEAK	1998	8/21/1998 6:49	56.4007	-133.7817	8/21/1998	36028	Islets SE of Sumner	rock	6:49	68	Seagars		clear	none	41-50 F	Cessna 185	625	"Sumner Island, Alaska"	-0.4	0.01	15	-0.41	-389	3.87	56.4167	-133.8	2100
SSEAK	1998	8/24/1998 7:42	56.4007	-133.7817	8/24/1998	36031	Islets SE of Sumner	rock	7:42	67	Seagars	lt. winds (16-25 kts)	fog	drizzle	51-60 F	Cessna 185	625	"Sumner Island, Alaska"	0.1	0.25	63	-0.15	-324	3.74	56.4167	-133.8	2100
SSEAK	1998	8/26/1998 12:20	56.4007	-133.7817	8/26/1998	36033	Islets SE of Sumner	rock	12:20	31	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Sumner Island, Alaska"	1.45	1.21	-153	0.24	217	3.56	56.4167	-133.8	2100
SSEAK	1998	8/19/1998 18:51	55.594	-132.5166	8/19/1998	36026	Karta Bay	rock	18:51	51	Swain	calm (<5 kts)	clear	none	61-70 F	Cessna 185	900	"Karta Bay, Kasaan Bay, Alaska"	1.09	0.26	-60	0.83	310	5.03	55.5667	-132.5833	5176
SSEAK	1998	8/20/1998 7:47	55.594	-132.5166	8/20/1998	36027	Karta Bay	rock	7:47	105	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	900	"Karta Bay, Kasaan Bay, Alaska"	0.01	0.52	-79	-0.51	304	4.57	55.5667	-132.5833	5176
SSEAK	1998	8/22/1998 7:55	55.594	-132.5166	8/22/1998	36029	Karta Bay	rock	7:55	101	Swain	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	600	"Karta Bay, Kasaan Bay, Alaska"	-0.6	0.01	-11	-0.61	369	4.86	55.5667	-132.5833	5176
SSEAK	1998	8/23/1998 9:00	55.594	-132.5166	8/23/1998	36030	Karta Bay	rock	9:00	40	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Karta Bay, Kasaan Bay, Alaska"	-0.36	0.16	-42	-0.52	336	4.89	55.5667	-132.5833	5176
SSEAK	1998	8/24/1998 9:09	55.594	-132.5166	8/24/1998	36031	Karta Bay	rock	9:09	76	Swain	lt. winds (16-25 kts)	low overcast	rain	51-60 F	Cessna 185	600	"Karta Bay, Kasaan Bay, Alaska"	-0.31	0.03	-18	-0.34	359	4.85	55.5667	-132.5833	5176
SSEAK	1998	8/26/1998 8:11	55.594	-132.5166	8/26/1998	36033	Karta Bay	rock	8:11	57	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	750	"Karta Bay, Kasaan Bay, Alaska"	1.05	0.83	104	0.22	-261	4.5	55.5667	-132.5833	5176
SSEAK	1998	8/19/1998 19:00	55.4864	-132.3634	8/19/1998	36026	Kasaan I.	rock	19:00	160	Swain	calm (<5 kts)	clear	none	61-70 F	Cessna 185	950	"Kasaan, Kasaan Bay, Alaska"	1.2	0.34	-72	0.86	304	4.87	55.5333	-132.4	5703
SSEAK	1998	8/20/1998 7:54	55.4864	-132.3634	8/20/1998	36027	Kasaan I.	rock	7:54	221	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	900	"Kasaan, Kasaan Bay, Alaska"	0.15	0.63	-89	-0.48	300	4.42	55.5333	-132.4	5703
SSEAK	1998	8/22/1998 8:20	55.4864	-132.3634	8/22/1998	36029	Kasaan I.	rock	8:20	238	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	800	"Kasaan, Kasaan Bay, Alaska"	-0.44	0.14	-39	-0.58	347	4.71	55.5333	-132.4	5703
SSEAK	1998	8/23/1998 8:54	55.4864	-132.3634	8/23/1998	36030	Kasaan I.	rock	8:54	233	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	750	"Kasaan, Kasaan Bay, Alaska"	-0.35	0.14	-39	-0.49	345	4.74	55.5333	-132.4	5703
SSEAK	1998	8/24/1998 9:25	55.4864	-132.3634	8/24/1998	36031	Kasaan I.	rock	9:25	229	Swain	lt. winds (16-25 kts)	low overcast	rain	51-60 F	Cessna 185	700	"Kasaan, Kasaan Bay, Alaska"	-0.19	0.12	-37	-0.31	346	4.7	55.5333	-132.4	5703
SSEAK	1998	8/25/1998 9:48	55.4864	-132.3634	8/25/1998	36032	Kasaan I.	rock	9:48	344	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Kasaan, Kasaan Bay, Alaska"	0	0.06	-28	-0.06	354	4.6	55.5333	-132.4	5703
SSEAK	1998	8/19/1998 5:54	56.4866	-133.6858	8/19/1998	36026	Keku Strait-ESE of Meadow I.	rock	5:54	60	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Monte Carlo Island, Alaska"	-0.32	0.01	-12	-0.33	373	3.32	56.5333	-133.7666	7180
SSEAK	1998	8/21/1998 6:05	56.4866	-133.6858	8/21/1998	36028	Keku Strait-ESE of Meadow I.	rock	6:05	68	Seagars		clear	none	41-50 F	Cessna 185	625	"Monte Carlo Island, Alaska"	-0.3	0.31	62	-0.61	-320	4.14	56.5333	-133.7666	7180
SSEAK	1998	8/24/1998 7:07	56.4866	-133.6858	8/24/1998	36031	Keku Strait-ESE of Meadow I.	rock	7:07	30	Seagars	lt. winds (16-25 kts)	fog	drizzle	51-60 F	Cessna 185	625	"Monte Carlo Island, Alaska"	0.45	0.79	103	-0.34	-269	3.99	56.5333	-133.7666	7180
SSEAK	1998	8/26/1998 12:55	56.4866	-133.6858	8/26/1998	36033	Keku Strait-ESE of Meadow I.	rock	12:55	0	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Monte Carlo Island, Alaska"	1.84	1.62	-181	0.22	195	3.6	56.5333	-133.7666	7180
SSEAK	1998	8/18/1998 18:01	56.0853	-134.1351	8/18/1998	36025	Kell Bay Islets	rock	18:01	25	Seagars					Cessna 185	625	"Port McArthur, Kuiu Island, Alaska"	1.09	0.21	-71	0.88	287	3.13	56.0667	-134.1166	2367
