"","Year","Month","Station","DIN","DIP","CHLFa","SIL","TN","TP","SAL","T","ZS"
"1604",1994,9,"ZUID",15.79,2.03,22.4,12.6,61.79,4.52,30.81,14.6,32
"1606",1994,10,"DREI",11.5,5.04,0.44,7.01,42.79,6.01,29.16,10.4,2
"1609",1994,10,"HAMM",14.21,1.39,1.92,3.2,32.86,1.78,31.28,11.8,4
"1610",1994,10,"HANS",144,4.94,10,26.02,180,6.91,21.3,12,20
"1612",1994,10,"LODS",15.14,1.52,2.84,2.92,38.71,2.07,30.92,11.3,3
"1628",1994,10,"VLIS",30.29,1.39,6,3.35,53.57,3,30.67,12.3,14
"1632",1994,10,"WISS",14.21,1.19,2.16,3.1,36.79,2.1,31.59,12.1,3
"1633",1994,10,"ZIJP",19.14,1.94,2.22,5.84,40.36,2.55,30.06,11.5,2
"1634",1994,10,"ZUID",20,0.74,11,8.65,56.79,3.65,30.33,10.6,47
"1635",1994,11,"DANT",36.07,0.97,10.65,14.45,104.14,6.78,19.05,9.3,130.8
"1637",1994,11,"G6",26.54,1.145,2.25,7.76,45.605,2.305,31.495,11.5,21.5
"1638",1994,11,"GROO",219.93,2.52,3.54,127.8,298.21,4.59,8.74,8.2,162
"1641",1994,11,"HUIB",30.64,1.03,2.92,10,51.5,2.07,16.56,9.2,9
"1643",1994,11,"MARS",33.71,1.49,1.28,12.42,54.71,3,16.49,10.6,22
"1644",1994,11,"N02",40.7133333333333,1.56,0.81,14.4166666666667,57.55,2.20666666666667,30.09,11.6666666666667,7
"1646",1994,11,"N20",22.43,1.07,1.02,6.76,37,1.49,31.51,12.2,2
"1647",1994,11,"N70",0.89,0.08,2.12,3.24,14.57,0.52,34.98,13.3,5
"1648",1994,11,"R03",29.57,1.03,2.54,13.81,48.86,1.71,30.09,9.6,8
"1650",1994,11,"SOEL",72.145,16.045,3.53,153.44,122.715,19.18,16.25,10.45,2.5
"1651",1994,11,"T004",21.07,0.84,2.24,7.61666666666667,38.6666666666667,1.68,31.5633333333333,10.9333333333333,8.66666666666667
"1652",1994,11,"T010",16.36,0.55,2.88,3.49,32.79,1.26,32.23,11.8,2
"1653",1994,11,"T100",2.57,0.32,0.92,5.41,14.07,0.68,34.77,12.3,3
"1654",1994,11,"T135",2,0.19,0.96,4.02,12.21,0.48,34.84,11.9,7
"1656",1994,11,"T235",0.61,0.23,2.5,1.89,10,0.61,34.9,10.9,2
"1658",1994,11,"W02",21,1.18,1.98,7.51,45.965,2.505,32.78,11.65,39
"1659",1994,11,"W20",8.86,0.45,3.38,3.95,21.86,1.1,34.15,12.7,8
"1660",1994,11,"W70",3.93,0.08,3.24,3.13,13.64,0.81,35,14.1,3
"1663",1994,11,"ZUID",47.93,1.74,5.32,26.02,83.79,4.42,18.22,8.3,69
"1664",1994,12,"DANT",59.14,1.1,2.02,26.42,120.43,5.13,18.56,7,118
"1665",1994,12,"DREI",29.07,3.71,0.64,18.48,59.93,4.84,28.56,7.4,1
"1667",1994,12,"GROO",241.36,1.29,0.44,114.63,279.79,7.78,2.99,5.5,111
"1668",1994,12,"HAMM",29.93,1.45,0.54,14.17,47.36,2.29,32.28,9.5,11
"1669",1994,12,"HANS",210.21,5.39,1.72,82.59,269.79,8.43,17.94,8.3,49
"1670",1994,12,"HUIB",40.14,1.03,1.64,21.25,60.64,2,17.17,8.1,18
"1671",1994,12,"LODS",38.86,1.94,0.64,15.59,64.21,2.36,30.45,9,6
"1672",1994,12,"MARS",39.5,1.45,0.38,15.59,62.07,3.36,20.47,10,47
"1673",1994,12,"N02",58.075,1.92,0.795,23.66,76.395,2.83,29.525,9.25,12
"1674",1994,12,"N10",51.64,1.68,0.72,20.97,66.33,2.44333333333333,30.13,9,12.3333333333333
"1675",1994,12,"N20",37.71,1.42,0.82,15.24,50.93,2.2,31.2,9.7,4
"1679",1994,12,"SOEL",103.71,15.92,0.84,213.24,149.64,17.69,15.64,6.8,3
"1680",1994,12,"T004",25.7833333333333,0.99,1.12,11.9866666666667,42.0933333333333,2.10666666666667,32.35,9.16666666666667,20
"1681",1994,12,"T010",17.29,0.77,0.92,7.51,26.5,1.32,33.63,9.4,3
"1683",1994,12,"T135",4.43,0.58,0.5,5.98,12.21,1.07,34.68,9.6,3
"1690",1994,12,"WISS",31.86,1.52,1.04,15.59,57.14,3.52,32.37,9.5,46
"1691",1994,12,"ZIJP",42.43,2.07,1.08,18.69,65.36,2.68,29.42,9.1,3
"1692",1994,12,"ZUID",51.43,1.23,1.16,32.43,100,5.07,19.94,7.1,90
"1693",1995,1,"DANT",46.29,0.74,8.6,23.99,140.79,8.72,29.54,4.1,233
"1694",1995,1,"DREI",46.575,2.63,1.03,23.405,70.5,3.085,27.725,4.9,2.5
"1696",1995,1,"GROO",305.14,1.42,4.32,154.5,422.14,14.69,6.72,0.9,246
"1697",1995,1,"HAMM",60.82,1.485,0.64,26.645,78.465,2.18,30.015,5.6,13
"1698",1995,1,"HANS",232.5,4.36,2.1,128.16,454.21,11.82,10.25,5.5,75
"1700",1995,1,"LODS",45.36,1.05,0.92,18.405,63.715,1.94,29.53,5.2,13
"1701",1995,1,"MARS",38.07,0.77,4.68,13.03,75.93,3.26,26.24,3.4,84
"1704",1995,1,"N20",42.395,1.145,0.99,17.605,53.75,1.725,31.57,6.7,9
"1705",1995,1,"N70",8.215,0.465,1.54,4.345,16.215,1.18,35,8.4,12.5
"1708",1995,1,"SOEL",191.57,13.19,1.32,240.3,233.68,14.595,12.41,4.8,5
"1715",1995,1,"VLIS",151.026666666667,2.51,1.81333333333333,53.4,195.453333333333,7.52333333333333,25.4366666666667,6.16666666666667,100.333333333333
"1718",1995,1,"W70",8.645,0.535,0.96,5.29,17,1,35.13,9.6,8
"1719",1995,1,"WISS",67.18,1.39,0.9,28.82,88.035,2.645,29.68,5.7,29
"1720",1995,1,"ZIJP",81.68,1.615,0.8,29.155,97.035,2.05,27.745,5.25,4.5
"1721",1995,1,"ZUID",101.57,1.03,6.22,68.35,195.36,9.04,22.58,1.8,188
"1722",1995,2,"DANT",131.71,1.29,10.9,54.11,210.29,6.59,18.72,6,160.3
"1723",1995,2,"DREI",48.93,1.65,1.84,19.08,74.43,2.13,27.14,7.1,3
"1725",1995,2,"GROO",338,2.23,3.64,126.38,414.71,13.76,3.71,5.7,168
"1726",1995,2,"HAMM",71.43,1.39,1.12,28.41,91.21,2.03,29.52,6.8,13
"1728",1995,2,"HUIB",74.36,1,1.68,32.89,99.57,1.87,27.86,5,21
"1729",1995,2,"LODS",71.71,1.19,1.16,27.27,91.86,1.74,28.41,6.8,9
"1730",1995,2,"MARS",115.14,1.36,2.74,46.28,146.43,2.91,23.25,5.7,30
"1733",1995,2,"R03",64.64,1.35333333333333,3.83333333333333,28.8933333333333,104.356666666667,4.28333333333333,28.4433333333333,5.36666666666667,67.6666666666667
"1735",1995,2,"SOEL",223.79,14.14,2.3,244.22,271.36,15.76,11.58,7.4,4
"1736",1995,2,"T004",64.4266666666667,1.71,1.48,25.0733333333333,82.9533333333333,2.58666666666667,29.1366666666667,5.96666666666667,21.6666666666667
"1739",1995,2,"WISS",67.43,1.32,1.26,26.02,84.5,2.32,29.89,6.9,16
"1740",1995,2,"ZIJP",115.93,1.42,1.12,39.16,138.93,1.91,26.53,7,2
"1741",1995,2,"ZUID",88.36,2,4.5,55.89,145.86,5.78,26.01,2.6,102.3
"1742",1995,3,"DANT",78.71,0.68,11.8,30.37,156.21,7.3,26.7,5.2,170
"1743",1995,3,"DREI",25.32,0.485,5.27,4.34,51.25,1.455,27.195,7,6
"1744",1995,3,"G6",72.7366666666667,1.46666666666667,8.47,21.43,98.81,3.02,28.8333333333333,6.96666666666667,57.3333333333333
"1745",1995,3,"GROO",201.5,2.29,2.58,125.31,271.43,6.13,8.21,4.6,82
"1746",1995,3,"HAMM",71.285,1.085,1.6,22.98,88.5,1.905,30.115,7.1,9.5
"1747",1995,3,"HANS",377.64,4.17,2.08,133.86,437.5,10.88,9.99,7.1,67
"1748",1995,3,"HUIB",73.43,0.9,3.26,28.55,93.71,2.03,25.8,5.2,18
"1749",1995,3,"LODS",78.355,0.84,2.27,21.79,93.965,1.535,28.59,7,4.5
"1750",1995,3,"MARS",98.71,1.29,3.24,37.38,121.14,2.81,22.36,6,27
"1751",1995,3,"N02",72.4825,1.355,4.8075,22.455,96.6075,2.395,28.03,7.025,39
"1753",1995,3,"N20",35.07,0.615,5.47,8.315,46.32,1.16,31.675,7.1,3.5
"1754",1995,3,"N70",6.215,0.22,4.97,0.89,13.675,0.55,34.86,7.75,2.5
"1755",1995,3,"R03",59.715,2.79,7.36,21.785,91.18,5.005,29.09,5.65,50.5
"1757",1995,3,"SOEL",181.43,10.93,5.34,211.645,228.36,12.74,11.795,7.4,1.5
"1758",1995,3,"T004",26.57,0.485,11.49,7.46,43.43,1.405,32.465,6.75,25.5
"1759",1995,3,"T010",50.36,0.97,2.46,17.09,62.21,1.29,30.12,6.5,4
"1760",1995,3,"T100",5.5,0.48,3.56,2.31,10.86,0.77,34.83,5.8,4
"1761",1995,3,"T135",4.43,0.45,0.38,1.39,9.57,0.68,34.95,5.8,1
"1762",1995,3,"T175",4.07,0.36,2,0.85,9.07,0.65,35,5.9,2
"1763",1995,3,"T235",5.43,0.68,7.32,2.39,11.14,0.84,35.08,6.1,1
"1764",1995,3,"VLIS",173.07,2.375,2.28,56.07,223.035,6.8,24.345,6.5,107.5
"1765",1995,3,"W02",68.4066666666667,1.31333333333333,4.09,19.0333333333333,97.9766666666667,2.83,30.5766666666667,7.03333333333333,66
"1766",1995,3,"W20",26.075,0.5,7.47,4.47,40,1.165,33.22,7.65,9
"1767",1995,3,"W70",6.11,0.3,3.52,1.675,14.425,0.615,34.905,8.5,3
"1768",1995,3,"WISS",67.46,1.065,2.62,20.595,85.035,2.52,30.595,7.15,27.5
"1769",1995,3,"ZIJP",102.035,1.015,2.34,30.74,121.5,1.745,27.665,6.85,3.5
"1770",1995,3,"ZUID",85.29,1.13,7.7,43.43,143.07,5.23,24.4,5.4,92
"1771",1995,4,"DANT",16.86,0.08,32,2.95,52.21,2.23,29.14,9.3,33
"1772",1995,4,"DREI",11.21,0.665,7.84,3.49,42.575,1.94,27.105,10.15,2
"1773",1995,4,"GROO",267.07,2.71,3.92,115.34,372.43,10.82,6.63,10.8,157
"1774",1995,4,"HAMM",49.675,0.315,14.53,7.03,68.855,1.28,29.15,9.35,5
"1775",1995,4,"HANS",323.785,3.925,3.83,106.265,361.18,7.075,14.165,8.85,46
"1776",1995,4,"HUIB",68.29,0.74,5.82,23.6,93.21,1.81,27.43,8,22
"1777",1995,4,"LODS",60.215,0.315,6.98,7.835,74.57,1.195,28.92,9.75,3
"1778",1995,4,"MARS",57.93,0.08,20.3,6.76,82.86,1.13,26.01,8,7
"1779",1995,4,"N02",79.5,0.77,11,22.11,98.79,4,23.78,9.3,6
"1780",1995,4,"N10",50.6425,0.405,11.69,11.4775,72.6425,1.2275,27.48,8.725,4
"1781",1995,4,"N20",44.14,0.08,7.6,7.37,63.21,0.77,27.93,8.6,3
"1782",1995,4,"N70",0.71,0.08,5.18,1.03,14.29,0.55,34.69,8.4,3
"1783",1995,4,"R03",32.5,0.39,17.5,10.75,69.93,1.16,30.93,7.4,51
"1784",1995,4,"R50",5.5,0.19,1.72,0.43,14.14,0.32,34.74,7,2
"1785",1995,4,"R70",3.07,0.08,1.5,0.71,10.5,0.61,35.08,7,2
"1787",1995,4,"SOEL",112.5,8.93,10.28,149.52,158.82,10.675,12.79,10.1,1
"1788",1995,4,"T004",13.07,0.08,17.25,1.05,31.64,0.855,32.63,7.8,6
"1789",1995,4,"T010",7.64,0.185,15.15,0.89,21.68,0.63,33.44,7.7,3
"1790",1995,4,"T100",8.535,0.565,0.73,4.45,13.215,0.87,34.7,6.2,4.5
"1791",1995,4,"T135",6.39,0.5,0.79,1.89,11.07,0.87,34.875,6.15,3.5
"1792",1995,4,"T175",3.145,0.275,1.59,0.62,10.89,0.87,35.01,6.2,3.5
"1794",1995,4,"VLIS",131.31,1.52,11.8066666666667,37.2366666666667,165.406666666667,4.49,25.92,8.53333333333333,59
"1795",1995,4,"WISS",41.93,0.265,20.05,5.165,60.215,1.245,29.335,9.2,6.5
"1796",1995,4,"ZIJP",81.14,0.61,5.57,11.445,99.32,3.715,27.71,9.85,2
"1797",1995,4,"ZUID",15.71,0.94,11.8,12.21,50.79,2.36,30.65,8.7,16
"1798",1995,5,"DANT",0.68,0.32,14.3,1.99,40.14,2.68,32.3,11.5,59.8
"1802",1995,5,"HAMM",22.64,0.08,15.15,1.42,49.64,1.005,29.005,12.8,3.5
"1804",1995,5,"HUIB",22,0.23,31.4,2.17,64.07,1.29,28.8,12.1,8
"1805",1995,5,"LODS",20.36,0.08,12.25,1.07,46.68,1.23,27.445,13.9,3.5
"1806",1995,5,"MARS",16.14,0.08,32,0.89,61.5,1.65,27.88,13.2,23
"1807",1995,5,"N02",22.36,0.235,71.9,0.745,71.89,2.245,28.59,11.2,10.5
"1809",1995,5,"N20",13.645,0.08,25.95,0.835,40.425,0.82,30.64,10.8,5.5
"1810",1995,5,"N70",1.36,0.345,1.54,0.835,10.75,0.73,34.87,10.3,2
"1811",1995,5,"R03",33.29,0.29,62.3,1.6,88,3.36,28.69,10.3,48
"1812",1995,5,"R50",10.07,0.08,4.38,0.78,24.43,0.65,32.18,9.8,13
"1813",1995,5,"R70",7.14,0.08,0.7,1.03,15.79,0.52,33.06,9.9,1
"1815",1995,5,"SOEL",9.785,6.12,15.82,76.005,65.035,8.285,15.175,16.2,2.5
"1816",1995,5,"T004",5.535,0.33,8.5,0.73,29.14,1.225,31.86,11.25,5
"1817",1995,5,"T010",6.965,0.08,5.26,1.335,28.645,0.805,32.375,10.25,5.5
"1818",1995,5,"T100",3.235,0.22,2.55,2.08,10.175,0.585,34.53,9.3,1.5
"1819",1995,5,"T135",3.695,0.28,2.96,2.155,9.75,0.565,34.71,9.1,1.5
"1820",1995,5,"T175",2.765,0.28,1.57,1.335,9,0.6,34.88,8.8,1
"1821",1995,5,"T235",1.11,0.265,0.73,0.78,9.39,0.71,35.06,8.65,4
"1823",1995,5,"W02",15.57,0.65,42.1,1.32,53.29,2.07,30.17,11,26
"1824",1995,5,"W20",10.64,0.23,39.1,0.85,41.64,1.68,31.54,10.3,7
"1825",1995,5,"W70",0.96,0.08,1.6,0.82,10.07,0.74,35.06,10,3
"1828",1995,5,"ZUID",0.82,0.23,49.4,1.71,70.21,3.75,28.45,15.7,62
"1829",1995,6,"DANT",0.68,0.26,35,2.56,60,4.55,26.82,13.8,59
"1830",1995,6,"DREI",1.445,2.18,7.78,7.3,39.425,4.135,27.43,16.85,3
"1832",1995,6,"GROO",117.5,3,13.9,48.77,219.29,16.37,15.47,14.5,318
"1833",1995,6,"HAMM",12.25,0.47,5.12,2.35,36.645,1.455,29.655,15.05,5
"1834",1995,6,"HANS",209,3.455,34.2,9.24,249,6.67,16.46,15.95,20.5
"1835",1995,6,"HUIB",13.86,0.39,2.84,1.85,37.43,1.39,30.3,15,2
"1836",1995,6,"LODS",11.285,0.695,2.41,3.65,32.93,1.55,28.875,15.85,11
"1837",1995,6,"MARS",16,0.08,18.8,3.38,78.86,2.68,26.36,16,38
"1846",1995,6,"SOEL",2.985,10.51,6.72,127.27,53.895,12.61,14.595,17,2.5
"1853",1995,6,"VLIS",43.81,0.916666666666667,10.1,3.01666666666667,76.2866666666667,2.63666666666667,28.0533333333333,14.8,20.3333333333333
"1857",1995,6,"WISS",15.465,0.325,8.09,1.87,36.645,1.275,29.75,15,6
"1858",1995,6,"ZIJP",19.61,0.695,6.93,3.115,52.925,1.92,27.96,15.5,8.5
"1859",1995,6,"ZUID",15,2.03,7.02,13.1,53.57,4.42,29.89,16,17
"1860",1995,7,"DANT",2.11,1.55,21.3,2.21,54,7.68,31.41,22.5,151
"1861",1995,7,"DREI",2.945,3.535,4.025,7.76,37.465,5.185,27.57,20.7,2.5
"1862",1995,7,"G6",18.29,0.08,6.44,1.57,35.79,0.94,28.58,17.4,2
"1863",1995,7,"GROO",118.14,4.13,7.16,91.14,212.21,9.78,16.5,17.8,104
"1864",1995,7,"HAMM",13.32,0.97,2.64,7.51,37.68,1.875,29.07,19.15,5
"1866",1995,7,"HUIB",19.36,0.68,2.6,4.09,55.29,2.26,28.71,17,7
"1867",1995,7,"LODS",3.96,1.145,7.28,4.95,29.93,2.195,28.99,20.25,4
"1868",1995,7,"MARS",5.5,0.36,11.4,2.21,32.43,2,28.47,19.5,14
"1869",1995,7,"N02",12.5,0.28,7.56,4.415,34.11,1.39,29.465,18,6
"1870",1995,7,"N10",10.125,0.1325,8.675,3.115,29.9125,0.9875,30.425,17.35,3.5
"1871",1995,7,"N20",6.145,0.08,11.75,1.64,29.035,1.05,30.42,17.85,2.5
"1872",1995,7,"N70",5.66,0.08,2.06,2.935,12.36,0.695,34.345,15.95,2
"1873",1995,7,"R03",22.36,0.97,12.4,5.45,50.07,2.49,28.47,19.7,9
"1874",1995,7,"R50",2.5,0.08,0.76,0.68,20.71,0.97,32.51,16.9,2
"1875",1995,7,"R70",2.79,0.08,0.8,0.43,15,0.58,32.98,16.5,1
"1877",1995,7,"SOEL",1.55,15.125,8.29,154.33,44.645,16.645,15.355,21.5,2
"1878",1995,7,"T004",1,0.08,7.75,0.96,19.715,1.02,32.38,18.35,4
"1879",1995,7,"T010",1.07,0.08,7.51,0.515,18.535,0.84,32.515,18.15,2
"1880",1995,7,"T100",1.055,0.08,0.56,0.535,9.5,0.45,34.42,17.25,1
"1882",1995,7,"T175",1.125,0.08,0.37,0.37,6.965,0.245,34.855,16.15,1
"1883",1995,7,"T235",1.085,0.08,0.36,0.455,7.785,0.615,35.02,15.6,1
"1885",1995,7,"W02",12.64,0.23,11.5,2.99,35.07,1.42,30.14,18.9,4
"1886",1995,7,"W20",9.43,0.08,8.3,3.6,29.93,1.19,31.22,17.6,3
"1887",1995,7,"W70",2.36,0.08,1.12,0.68,13.57,0.29,34.3,15.2,1
"1888",1995,7,"WISS",14.71,0.63,2.18,6.785,37,1.585,29.45,18.5,4
"1889",1995,7,"ZIJP",9.715,1.32,12.95,5.715,38.035,2.39,27.945,19.55,3
"1890",1995,7,"ZUID",9,1.55,17.4,8.37,61.5,5.72,29.48,15.4,63
"1892",1995,8,"DREI",1.46666666666667,4.83333333333333,11.38,12.8166666666667,40.1433333333333,6.78,28.1233333333333,22.0333333333333,2.66666666666667
"1893",1995,8,"G6",17.71,0.9,10.2,4.17,41.07,2.13,28.47,19.7,24
"1894",1995,8,"GROO",84.64,6.49,7.02,112.14,174.93,10.24,19.85,21.5,66
"1895",1995,8,"HAMM",4.39333333333333,1.30333333333333,6.26666666666667,5.32666666666667,27.0266666666667,2.41,29.81,21.3,4.33333333333333
"1896",1995,8,"HANS",116.215,5.26,13.05,7.975,159.32,7.33,22.28,21.6,30.5
"1897",1995,8,"HUIB",3.79,1.19,10,1.78,35.29,2.68,29.6,21.1,8
"1898",1995,8,"LODS",2.66666666666667,1.74333333333333,4.28666666666667,5.41,35.6433333333333,3.08,29.5133333333333,20.9666666666667,10
"1899",1995,8,"MARS",2.82,1.13,13.2,1.64,36.14,3.39,29.42,21.7,38
"1900",1995,8,"N02",8.645,0.825,5.29,8.58,30.105,1.92,29.345,20.7,10.5
"1902",1995,8,"N20",0.71,0.08,8.87,1.51,19,0.97,30.925,20.3,2.5
"1903",1995,8,"N70",0.39,0.08,2.56,1.69,10.25,0.675,34.265,18.8,1.5
"1904",1995,8,"R03",0.89,0.65,16.6,0.46,34.29,2.55,30.53,20.6,16
"1905",1995,8,"R50",0.61,0.08,1.6,0.32,13,0.61,32.98,18,1
"1906",1995,8,"R70",0.32,0.08,1.64,0.75,10.14,0.45,33.52,18.9,1
"1909",1995,8,"T004",0.535,0.135,8.55,0.96,17.535,1.095,32.28,20.25,3
"1910",1995,8,"T010",0.605,0.08,7.06,0.785,17.5,0.825,32.555,19.8,2
"1911",1995,8,"T100",0.57,0.08,0.85,0.59,10.25,0.42,33.81,20.1,1
"1912",1995,8,"T135",0.96,0.08,0.53,0.555,9.785,0.535,34.46,20,1.5
"1913",1995,8,"T175",0.39,0.08,0.76,0.515,7.325,0.355,34.75,19.4,1
"1914",1995,8,"T235",0.39,0.08,1.65,1.05,7.715,0.5,35.085,18.65,1
"1915",1995,8,"VLIS",24.0733333333333,1.47666666666667,9.39333333333333,4.22333333333333,49.9533333333333,3.25333333333333,29.1333333333333,20.4,15.6666666666667
"1916",1995,8,"W02",1.18,0.08,16,0.57,22.36,1.1,30.83,20.2,6
"1917",1995,8,"W20",4.64,0.19,12.6,0.53,26.43,1,32.46,19.7,3
"1918",1995,8,"W70",0.68,0.08,3.62,0.71,10.43,0.68,34.34,18.4,2
"1920",1995,8,"ZIJP",5.18,2.36666666666667,10.8933333333333,8.31,33.69,3.59666666666667,28.5033333333333,21.4333333333333,3.66666666666667
"1922",1995,9,"DANT",1.86,1.45,29.8,3.2,50.71,9.43,32.37,15.3,56
"1923",1995,9,"DREI",3.645,5.28,7.58,8.51,34.325,6.7,28.21,16.45,1.5
"1924",1995,9,"G6",31.71,1.36,4.98,10.32,54.07,2.62,28.96,17.6,23
"1925",1995,9,"GROO",72,5.68,17.6,108.94,137.79,11.3,19.94,16.4,96
"1926",1995,9,"HAMM",23.785,1.84,3.06,11.3,44.285,2.81,29.82,17.1,10.5
"1927",1995,9,"HANS",115.285,5.695,5.99,18.19,149.5,8.12,18.615,18.05,29.5
"1928",1995,9,"HUIB",14.36,1.94,6.32,10.32,42.79,3.39,30.68,16.5,14
"1929",1995,9,"LODS",23.855,2.21,4.62,7.6,50.82,3.36,29.62,16.7,6
"1930",1995,9,"MARS",13.36,1.39,1.88,6.73,39.14,2.74,31.03,18,19
"1931",1995,9,"N02",37.71,1.65,2.88,13.39,63,3.04,27.81,17.9,22
"1933",1995,9,"N20",19.43,1.07,2.04,7.65,35.29,1.55,30.46,18,6
"1934",1995,9,"N70",1.68,0.23,2.28,0.89,10.29,0.52,34.59,17.9,2
"1935",1995,9,"R03",11.5,1.29,12.6,7.3,52.57,4.1,31.59,16.8,64
"1936",1995,9,"R50",3.5,0.45,2.46,4.49,13,0.55,33.55,17.5,2
"1937",1995,9,"R70",3.07,0.39,2.26,4.98,11.36,0.55,33.92,17.2,3
"1939",1995,9,"SOEL",4.07,18.275,10.75,142.76,49.075,25.155,17.94,16.45,3
"1940",1995,9,"T004",16,1.13,4.68,10.04,37.86,2.29,31.11,17.4,21
"1941",1995,9,"T010",13.29,1.13,2.94,8.79,27.43,1.71,31.4,17.8,4
"1942",1995,9,"T100",1.79,0.08,1.76,2.63,7.21,0.19,34.71,16.6,1
"1943",1995,9,"T135",0.96,0.32,1.38,1.96,6.21,0.39,34.98,17.1,1
"1944",1995,9,"T175",1.21,0.08,1.54,1.14,5.43,0.23,34.97,16.6,17
"1945",1995,9,"T235",0.75,0.08,2.16,1.99,7.29,0.23,34.85,16,18
"1946",1995,9,"VLIS",34.4066666666667,2.30333333333333,4.50666666666667,14.18,63,4.18666666666667,29.2166666666667,17.6333333333333,35.3333333333333
"1947",1995,9,"W02",22.14,1.42,2.94,12.32,46.07,2.62,30.81,17.7,23
"1948",1995,9,"W20",15.36,1.03,4.52,10.25,32,1.94,31.66,18.3,12
"1949",1995,9,"W70",2.79,0.29,8.1,1.42,11.93,0.77,34.63,18.3,6
"1951",1995,9,"ZIJP",22.32,2.86,7.53,18.46,48.43,3.97,28.01,17.05,2.5
"1953",1995,10,"DANT",25.29,0.94,11.8,14.17,68.71,2.91,27.69,15,70
"1954",1995,10,"DREI",8,5.62,8.8,12.99,37.21,6.68,27.88,15.6,1
"1955",1995,10,"G6",32.76,1.32333333333333,5.92666666666667,8.96,54.07,2.4,29.49,15.3333333333333,22
"1956",1995,10,"GROO",105.07,4.13,13,119.97,186,11.59,17.51,13.3,134
"1957",1995,10,"HAMM",27.21,1.91,3.56,7.55,47.29,2.97,29.81,15.3,8
"1958",1995,10,"HANS",145.215,5.73,4.44,37.7,185.965,8.125,21.715,14.55,42
"1959",1995,10,"HUIB",22.29,1.26,3.44,14.52,45.86,2.68,30.38,12.7,11
"1960",1995,10,"LODS",28.64,1.94,4.82,5.3,52.57,2.97,29.31,15.2,6
"1961",1995,10,"MARS",21.21,0.9,5.12,9.54,42.5,1.94,28.8,13.9,11
"1970",1995,10,"SOEL",11,15.92,18.7,147.03,63.93,19.66,17.74,15.4,2
"1978",1995,10,"W02",28.32,1.455,4.845,11.18,54.25,3.39,31.32,15.15,60
"1979",1995,10,"W20",22.14,1.16,4.06,12.32,38.43,1.97,32.03,16.2,9
"1980",1995,10,"W70",4.71,0.39,3.22,3.03,14.79,0.74,34.88,17,4
"1981",1995,10,"WISS",25.86,1.61,3.04,8.51,43.14,2.32,30.48,15.4,9
"1982",1995,10,"ZIJP",29.29,2.62,9,18.65,55.14,3.58,27.35,15.2,3
"1983",1995,10,"ZUID",30.11,1.63,8.2,24.76,66.785,3.13,29.775,11.65,48.25
"1984",1995,11,"DANT",27.07,0.68,4.74,9.79,53.93,2.16,29.87,9.2,36.5
"1985",1995,11,"DREI",10.43,5.07,3.44,8.79,42,5.62,28.15,10.7,3
"1987",1995,11,"GROO",108.64,3.87,3.44,114.63,181.29,6.3,20.13,5.7,146
"1988",1995,11,"HAMM",28.57,1.55,2.5,11.61,53.93,3.13,30.48,11.4,16
"1990",1995,11,"HUIB",27.43,1.23,4.46,15.81,59.86,3.45,30.74,9.4,39
"1991",1995,11,"LODS",40.71,2.1,1.74,9.54,65.07,3.2,29.63,10.3,10
"1992",1995,11,"MARS",31.86,0.97,4.8,10.07,65.64,1.78,27.5,10.2,48
"1993",1995,11,"N02",50.83,1.7,1.32666666666667,17.6,69.76,2.85,28.6833333333333,11.4666666666667,19
"1995",1995,11,"N20",19.5,0.9,2.84,6.48,34,1.87,31.59,13.2,3
"1996",1995,11,"N70",3,0.32,1.5,1.17,13.14,1.65,34.81,14.2,3
"1997",1995,11,"R03",36.14,1.39,3.6,22.11,64.5,2.74,30.27,8.6,23
"1999",1995,11,"SOEL",15.79,12.11,5.38,122.46,61.57,17.5,18.2,9.4,2
"2000",1995,11,"T004",17.5,0.74,2.615,2.795,30.07,1.195,31.68,11.3,4
"2001",1995,11,"T010",12.36,0.52,2.48,2.14,24,1.07,32.37,13,1
"2002",1995,11,"T100",2.43,0.45,0.8,4.31,8.93,0.71,34.85,13.5,3
"2003",1995,11,"T135",2.07,0.29,0.9,2.92,6.64,0.55,35.02,13.1,2
"2004",1995,11,"T175",2,0.39,1.96,3.63,8.43,0.77,35,13.2,1
"2005",1995,11,"T235",1.21,0.19,0.66,2.42,7.86,0.29,34.79,11.8,1
"2007",1995,11,"W02",29.3925,1.38,2.105,10.04,47.09,2.795,31.67,11.875,23.5
"2008",1995,11,"W20",19.71,1.03,2,8.01,33.43,3.81,32.97,13.6,10
"2009",1995,11,"W70",4.07,0.26,1.3,1.85,11.07,0.42,34.98,14.8,3
"2010",1995,11,"WISS",32.64,1.52,2.44,10.18,52.57,2.81,30.75,12,15
"2011",1995,11,"ZIJP",36.21,2.16,1.58,15.41,57.93,3.23,29.05,11.4,5
"2012",1995,12,"DANT",37.86,1.07,4.66,24.49,78.36,4.29,30.21,-0.2,72
"2013",1995,12,"DREI",18,3.78,1.1,7.97,44.64,5,28.58,3.7,6
"2015",1995,12,"GROO",154.21,2.39,3.12,124.96,225.5,9.98,12.84,-1.1,151
"2016",1995,12,"HAMM",33.64,1.55,0.78,13.42,47.86,2.23,30.61,7.8,7
"2017",1995,12,"HANS",167.21,4.75,2.3,61.23,197.21,7.68,22,4,47
